0.44901,7.5602e-13
7.5601e-13,0.82811
3.7948e-09,2.0766e-21
3.0294e-08,3.3407e-20
5.7646e-06,1.5571e-17
0.011936,9.4121e-14
0.039007,9.0781e-13
3.7621e-09,2.4901e-21
2.9959e-08,3.9966e-20
5.6967e-06,1.8598e-17
0.011783,1.1221e-13
0.038462,1.0801e-12
3.8274e-09,2.0842e-21
3.0341e-08,3.3405e-20
5.7734e-06,1.557e-17
0.011953,9.4116e-14
0.039061,9.0776e-13
3.7334e-09,2.1789e-21
2.9647e-08,3.4938e-20
5.6467e-06,1.6281e-17
0.011708,9.8387e-14
0.038321,9.487e-13
3.8208e-09,2.0829e-21
3.0327e-08,3.3407e-20
5.7706e-06,1.5571e-17
0.011948,9.412e-14
0.039044,9.078e-13
3.7847e-09,2.497e-21
2.9981e-08,3.9966e-20
5.7009e-06,1.8598e-17
0.011791,1.1221e-13
0.038487,1.0801e-12
3.8039e-09,2.0789e-21
3.0302e-08,3.3405e-20
5.7662e-06,1.557e-17
0.011939,9.4117e-14
0.039017,9.0777e-13
3.7137e-09,2.1728e-21
2.9649e-08,3.4938e-20
5.6471e-06,1.6281e-17
0.011708,9.8387e-14
0.038324,9.487e-13
0.0014984,3.3335e-14
0.050829,4.478e-12
2.7756e-11,0.0078665
3.5665e-09,0.00015358
3.6736e-07,4.1186e-05
3.0617e-06,2.9543e-07
0.00024322,2.9713e-09
0.013189,5.4198e-10
0.065622,5.0167e-11
0.0017441,1.484e-14
0.014116,1.784e-13
0.067981,2.2208e-12
1.8161e-21,6.594e-09
2.9241e-20,5.1931e-08
1.3639e-17,9.6644e-06
8.2523e-14,0.019335
7.9679e-13,0.060564
1.8688e-21,6.4381e-09
3.0116e-20,5.08e-08
1.4046e-17,9.4537e-06
8.4968e-14,0.018913
8.2023e-13,0.059242
1.8137e-21,6.5831e-09
2.9242e-20,5.1982e-08
1.364e-17,9.6739e-06
8.2526e-14,0.019353
7.9681e-13,0.060621
1.8704e-21,6.4713e-09
3.0116e-20,5.098e-08
1.4046e-17,9.4867e-06
8.4967e-14,0.018977
8.2023e-13,0.05944
9.5117e-18,4.4616e-06
9.7158e-17,2.2255e-05
2.0887e-13,0.015127
2.1135e-13,0.015166
