0.019328,0,0
0,0.047403,7.9063e-07
0,7.9063e-07,0.41316
7.0678e-06,0,0
7.0721e-06,0,0
0.0003318,0,0
0.00097369,0,0
0.0015824,0,0
0.0031853,0,0
0.0015824,0,0
0.0031853,0,0
0.0015824,0,0
0.0031853,0,0
7.3993e-06,0,0
7.4038e-06,0,0
0.00034768,0,0
0.0010218,0,0
7.3017e-06,0,0
7.3062e-06,0,0
0.00034337,0,0
0.0010069,0,0
0.0024174,0,0
0.0024423,0,0
0.0024174,0,0
0.0024423,0,0
0.0024174,0,0
0.0024423,0,0
0.0024174,0,0
0.0024423,0,0
0.0024174,0,0
0.0024423,0,0
0.0024174,0,0
0.0024423,0,0
0.0024174,0,0
0.0024423,0,0
6.3591e-05,0,0
9.0698e-06,0,0
9.0755e-06,0,0
0.00080463,0,0
0.00019288,0,0
0,2.625e-05,1.3005e-09
0,2.6267e-05,1.3018e-09
0,0.0012312,1.2142e-07
0,0.0035475,7.5125e-07
0,2.6771e-05,1.2945e-09
0,2.6788e-05,1.2958e-09
0,0.001256,1.2091e-07
0,0.0036172,7.482e-07
0,2.6373e-05,1.3069e-09
0,2.6389e-05,1.3082e-09
0,0.0012229,1.2124e-07
0,0.0035243,7.5018e-07
0,0.0042649,1.2445e-06
0,0.0085984,2.5099e-06
0,0.00055106,4.8486e-08
0,0.0014919,2.0539e-07
0,0.0045661,1.242e-06
0,2.6497e-05,1.3074e-09
0,2.6514e-05,1.3087e-09
0,0.0012309,1.2142e-07
0,0.0035465,7.5125e-07
0,2.7053e-05,1.3017e-09
0,2.707e-05,1.303e-09
0,0.0012565,1.2091e-07
0,0.0036186,7.482e-07
0,0.0043013,1.246e-06
0,0.0086447,2.5051e-06
0,0.00015215,2.8098e-08
0,1.8213e-05,0.036421
0,5.5562e-05,0.012069
0,0.00023657,0.0033427
0,0.00088623,0.00080757
0,0.0028153,0.00027122
0,3.4339e-05,2.9382e-09
0,3.436e-05,2.9411e-09
0,0.0029969,5.465e-07
0,0.00070706,2.7004e-07
0,5.9226e-10,0.00030083
0,5.9282e-10,0.000301
0,5.5346e-08,0.013313
0,3.4862e-07,0.036533
0,9.4728e-10,0.00031144
0,9.4817e-10,0.00031162
0,8.8001e-08,0.013777
0,5.5067e-07,0.037823
0,6.084e-10,0.00029768
0,6.0898e-10,0.00029785
0,5.685e-08,0.013183
0,3.5787e-07,0.036169
0,6.0919e-07,0.039567
0,1.2293e-06,0.079812
0,5.9156e-10,0.00029952
0,5.9212e-10,0.00029969
0,5.5296e-08,0.013264
0,3.4831e-07,0.036406
0,5.9575e-07,0.039846
0,1.1992e-06,0.080181
0,1.3034e-08,0.0013643
0,1.0203e-07,0.0068117
